ACSSF,2014e1,wa,000,0077,0000001,2679601,164886,109504,115903,119750,111915,126104,115585,120974,110681,208353,293253,351388,259417,149100,166353,156435,2213353,122701,88849,92177,96256,90105,103472,96065,99642,89844,175079,246509,296908,219405,124354,141159,130828,89256,11207,5024,5855,5486,5633,5415,3663,3358,3938,7278,9880,8125,5197,4023,2925,2249,32228,4293,3138,2293,2421,2229,1009,1563,1692,1545,2415,2523,2590,2054,887,1352,224,181459,14338,5712,6422,6852,5578,5645,5520,7125,7153,10758,15571,24169,20791,12652,15085,18088,11161,441,444,834,876,425,465,789,352,553,538,1125,1791,1064,914,366,184,65442,4442,2447,3737,4265,3998,4876,4086,4708,3847,5742,8359,7995,2034,2235,1500,1171,86702,7464,3890,4585,3594,3947,5222,3899,4097,3801,6543,9286,9810,8872,4035,3966,3691,2079501,114507,82606,84481,87749,81486,93478,89340,93047,83785,162965,230135,282704,210209,119447,136936,126626,217289,13716,10611,11811,13531,14012,16173,12261,11921,11230,19058,27022,23752,12546,7900,6262,5483,61366,62357,43296,37856,75039,55027,45208,53999,63519,47010,61366,32417,69032,79048,85693,75335,78430,76909,217632281400,183101577900,5273253300,1620923500,17059419200,768348600,3675768500,6132990500,174791996700,12977868900
ACSSF,2014e1,wa,000,0077,0000002,2274584,144666,93255,98627,100668,96706,106174,95790,102030,94165,172359,244721,295942,218911,127541,143532,139497,1841269,105025,74510,76325,79262,76405,85535,78429,82601,74799,142695,201026,244921,181039,104573,119458,114666,87290,11074,4930,5855,5344,5539,5397,3589,3320,3897,7158,9658,7862,5124,3632,2904,2007,21041,3002,2127,1332,1662,1500,627,1169,986,973,1263,1683,1793,1431,491,876,126,177911,14048,5579,6356,6782,5520,5564,5260,6895,7153,10119,15456,23611,20440,12406,14755,17967,10808,441,444,816,876,425,449,789,352,516,466,1089,1709,1014,872,366,184,57783,3995,2224,3627,3394,3592,4035,3323,4445,3239,5037,7510,6922,1762,2051,1500,1127,78482,7081,3441,4316,3348,3725,4567,3231,3431,3588,5621,8299,9124,8101,3516,3673,3420,1722179,97424,69021,69107,71757,68845,76537,72461,76372,69296,132386,186357,232443,173105,100563,115752,110753,193487,12679,9483,11174,11569,12460,14251,10366,11307,9938,16548,24464,20902,10819,6707,5730,5090,61480,62468,42640,36784,75161,54644,45449,54286,63865,46755,61480,32843,69868,80126,86101,76344,79372,74291,186672649800,154190213500,5072708800,1033130800,16768158700,740565300,3295480000,5572392700,146836950500,11555104400
ACSSF,2014e1,wa,000,0077,0000003,405017,20220,16249,17276,19082,15209,19930,19795,18944,16516,35994,48532,55446,40506,21559,22821,16938,372084,17676,14339,15852,16994,13700,17937,17636,17041,15045,32384,45483,51987,38366,19781,21701,16162,,,,,,,,,,,,,,,,,,11187,1291,1011,961,759,729,382,394,706,572,1152,840,797,623,396,476,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659,447,223,110,871,406,841,763,263,608,705,849,1073,272,184,0,44,8220,383,449,269,246,222,655,668,666,213,922,987,686,771,519,293,271,357322,17083,13585,15374,15992,12641,16941,16879,16675,14489,30579,43778,50261,37104,18884,21184,15873,23802,1037,1128,637,1962,1552,1922,1895,614,1292,2510,2558,2850,1727,1193,532,393,60771,61853,75115,40383,57207,,43348,52401,62211,49280,60771,29924,65710,74618,82769,73141,75310,85808,30959631600,28911364500,200544500,587792700,291260500,27783200,380288500,560597800,27955046300,1422764500
ACSSF,2014e1,wa,000,0077,0000004,2612108,159609,104992,111647,115232,109393,121318,111188,117973,107118,202758,285822,343816,254550,146889,164318,155485,2152317,118333,84831,88151,92182,88162,99076,92077,96863,86744,170019,239597,289840,214928,122283,139273,129958,89093,11138,5024,5855,5467,5623,5415,3663,3358,3887,7278,9873,8125,5197,4023,2925,2242,29889,3995,2819,2091,2296,1960,971,1524,1643,1353,2117,2452,2469,1879,887,1209,224,180950,14261,5692,6422,6789,5524,5605,5393,7125,7153,10758,15540,24095,20768,12652,15085,18088,11073,441,444,834,876,425,449,789,352,553,466,1125,1791,1064,914,366,184,64006,4399,2353,3726,4096,3752,4759,4012,4619,3693,5742,8222,7828,1968,2166,1500,1171,84780,7042,3829,4568,3526,3947,5043,3730,4013,3735,6378,9013,9668,8746,3964,3960,3618,2020477,110189,78695,80538,84036,79590,89101,85468,90340,80685,158243,223528,275757,205922,117560,135069,125756,213612,13526,10394,11700,13001,13701,15998,12055,11760,11076,18720,26567,23464,12277,7647,6243,5483,61740,62893,43324,38134,75151,57367,45399,54219,64218,47093,61740,32668,69616,79553,86235,75848,79065,77054,213788082900,179575733900,5261458900,1513393000,17040041500,764146800,3607643100,6025665700,171386263800,12784964500
ACSSF,2014e1,wa,000,0077,0000005,2398566,142001,93250,100051,104275,96819,108221,99492,108160,98149,184806,260918,316642,239207,139302,156533,150740,1962763,102826,74289,77515,83054,77624,87621,82042,88042,78734,154495,217634,265004,201068,115249,132115,125451,86881,10865,5024,5855,5338,5291,5207,3480,3317,3809,7010,9299,8125,5124,4023,2925,2189,25615,3556,2458,1821,1564,1680,714,1276,1528,1117,1915,2135,2327,1413,842,1117,152,176929,13692,5692,6034,6591,4996,5605,5030,7035,7070,9999,15312,23680,20597,12607,14933,18056,10976,441,444,816,876,425,449,789,352,516,466,1125,1791,1064,872,366,184,56771,3903,2199,3555,3670,3102,4082,3556,4427,3470,5038,7308,6328,1625,1918,1500,1090,78631,6718,3144,4455,3182,3701,4543,3319,3459,3433,5883,8105,9387,8316,3791,3577,3618,1841887,95073,69027,70969,75467,70294,78309,76083,82212,73029,143646,202501,252056,192750,110756,128277,121438,194067,12543,9314,10483,11982,11719,14526,10777,10875,10412,17012,24231,20877,11128,7127,5877,5184,62910,64563,43424,39218,76026,57611,44865,55213,65855,47343,62910,33897,70841,81450,88373,77144,80817,77877,200587349400,167638502300,5154177900,1311913200,16843743300,756623300,3203353900,5679035400,160062086400,11693532000
ACSSF,2014e1,wa,000,0077,0000006,1048251,77810,47933,49685,51116,49230,49559,45105,49271,41420,79780,105641,124961,90850,54531,64744,66615,816543,51922,37022,36507,39165,37731,38304,35973,37712,31695,64231,85119,100154,72300,43261,52989,52458,48967,7085,2949,4464,3315,3668,3162,2470,1826,1452,3810,4428,3402,2291,1786,1631,1228,10857,2364,936,778,929,963,116,635,729,436,446,753,775,577,82,261,77,98838,9969,3773,2870,3243,2934,3368,2614,4021,3615,4867,8166,13039,10939,6875,7848,10697,5830,286,408,654,642,425,371,266,76,40,466,697,232,672,338,125,132,27381,2380,1036,1379,1455,1728,1773,1345,2727,2269,2669,3478,2855,487,658,650,492,39835,3804,1809,3033,2367,1781,2465,1802,2180,1913,3291,3000,4504,3584,1531,1240,1531,766643,48567,34873,33531,35635,35227,34390,32832,34943,29735,59612,79317,95333,69033,41550,51302,50763,85585,6275,4514,4684,5560,4869,6079,5166,5879,4605,7869,9491,8604,4487,2639,2625,2239,57356,59615,34712,26926,74960,38216,44735,46086,60531,44778,57356,32968,69007,76152,81327,70296,72214,73213,84063401900,67100545000,2707581700,449840600,9321950200,348979700,1503138800,2631365900,64018600400,5019860100
ACSSF,2014e1,wa,000,0077,0000007,1350315,64191,45317,50366,53159,47589,58662,54387,58889,56729,105026,155277,191681,148357,84771,91789,84125,1146220,50904,37267,41008,43889,39893,49317,46069,50330,47039,90264,132515,164850,128768,71988,79126,72993,37914,3780,2075,1391,2023,1623,2045,1010,1491,2357,3200,4871,4723,2833,2237,1294,961,14758,1192,1522,1043,635,717,598,641,799,681,1469,1382,1552,836,760,856,75,78091,3723,1919,3164,3348,2062,2237,2416,3014,3455,5132,7146,10641,9658,5732,7085,7359,5146,155,36,162,234,0,78,523,276,476,0,428,1559,392,534,241,52,29390,1523,1163,2176,2215,1374,2309,2211,1700,1201,2369,3830,3473,1138,1260,850,598,38796,2914,1335,1422,815,1920,2078,1517,1279,1520,2592,5105,4883,4732,2260,2337,2087,1075244,46506,34154,37438,39832,35067,43919,43251,47269,43294,84034,123184,156723,123717,69206,76975,70675,108482,6268,4800,5799,6422,6850,8447,5611,4996,5807,9143,14740,12273,6641,4488,3252,2945,67464,68618,52618,46088,76909,78333,45072,66048,70298,49284,67464,34875,71812,85145,92493,81436,85598,79359,116523947600,100537957300,2446596200,862072600,7521793200,407643600,1700215100,3047669600,96043486000,6673671900
ACSSF,2014e1,wa,000,0077,0000008,213542,17608,11742,11596,10957,12574,13097,11696,9813,8969,17952,24904,27174,15343,7587,7785,4745,189554,15507,10542,10636,9128,10538,11455,10035,8821,8010,15524,21963,24836,13860,7034,7158,4507,,,,,,,,,,,,,,,,,,4274,439,361,270,732,280,257,248,115,236,202,317,142,466,45,92,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7235,496,154,171,426,650,677,456,192,223,704,914,1500,343,248,0,81,6149,324,685,113,344,246,500,411,554,302,495,908,281,430,173,383,0,178590,15116,9668,9569,8569,9296,10792,9385,8128,7656,14597,21027,23701,13172,6804,6792,4318,19545,983,1080,1217,1019,1982,1472,1278,885,664,1708,2336,2587,1149,520,366,299,49261,50052,39740,32292,39290,,54079,44383,50587,43666,49261,24625,58170,60012,63503,60973,62164,74901,13200733500,11937231500,107281000,201479800,196298100,,404289200,346630300,11324177400,1091432500
ACSSF,2014e1,wa,000,0077,0000009,61630,9074,4363,3410,3451,4537,4325,3096,2156,2798,4729,6164,6246,3354,1605,1311,1011,51918,7948,3754,2938,2966,3602,3667,2424,1910,2286,3806,4978,5482,2757,1354,1159,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47670,7577,3402,2389,2615,3134,3555,2255,1642,2247,3513,4620,4994,2641,1133,1066,887,7380,660,404,565,468,680,352,387,363,244,422,1023,944,267,427,93,81,36791,36478,34343,48218,28922,,53152,38092,36746,41623,36791,22595,48043,50744,46195,65111,80306,52790,3097178000,2615941200,49759700,57520300,126450100,,152566500,94940100,2416162700,393206100
ACSSF,2014e1,wa,000,0077,0000010,151912,8534,7379,8186,7506,8037,8772,8600,7657,6171,13223,18740,20928,11989,5982,6474,3734,137636,7559,6788,7698,6162,6936,7788,7611,6911,5724,11718,16985,19354,11103,5680,5999,3620,,,,,,,,,,,,,,,,,,3310,439,164,167,732,280,257,115,91,149,138,277,126,209,45,92,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4950,303,154,155,309,438,490,276,97,105,610,735,1044,192,42,0,0,3817,89,273,113,274,217,138,324,554,156,277,222,241,383,173,383,0,130920,7539,6266,7180,5954,6162,7237,7130,6486,5409,11084,16407,18707,10531,5671,5726,3431,12165,323,676,652,551,1302,1120,891,522,420,1286,1313,1643,882,93,273,218,53207,54043,57583,27186,56283,,55198,44557,54694,45399,53207,25754,61148,64693,70720,60838,61708,82915,10103555500,9321290300,57521300,143959500,69848000,,251722700,251690200,8908014800,698226400
